caption;link;year;km;color;price;price_unit;date;city;district;brand;model
20;2016 çıkışlı HATASIZ E.BAGAJ V.KAPI H.EKRAN İNCİ BEYAZI İÇİ BEJ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2016-cikisli-hatasiz-e.bagaj-v.kapi-h.ekran-inci-beyazi-ici-bej-869426444/detay;2015;86000;Beyaz;453000;TL;2020-10-30;İzmir;Buca;BMW;5 Serisi
21;KESİCİ OTOMOTİV 2019 BMW 520İ SPECİAL EDİTİON M SPORT 9.000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-kesici-otomotiv-2019-bmw-520i-special-edition-m-sport-9.000-km-874943538/detay;2019;9000;Mavi;805900;TL;2020-10-30;Kahramanmaraş;Onikişubat;BMW;5 Serisi
22;Sahibinden Kazasız,boyasız, Tramersiz Harman Kardon+NBT+Vakum;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sahibinden-kazasiz%2Cboyasiz-tramersiz-harman-kardon-plusnbt-plusvakum-871539127/detay;2015;95500;Siyah;450000;TL;2020-10-30;İstanbul;Sarıyer;BMW;5 Serisi
23;SAHİBİNDEN SATILIK;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sahibinden-satilik-874909677/detay;2015;128000;Beyaz;412500;TL;2020-10-30;İstanbul;Esenyurt;BMW;5 Serisi
24;BAŞKAN AUTO DAN 2017 520İ SUNROOF VAKUM HAYALET E.BAGAJ HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-baskan-auto-dan-2017-520i-sunroof-vakum-hayalet-e.bagaj-hatasiz-874896432/detay;2017;69200;Siyah;623999;TL;2020-10-30;Malatya;Yeşilyurt;BMW;5 Serisi
25;2017 520i EXECUTİVE MSPORT+NEXT100­+AKILLIANHTR+HA­YALET+H.KARDON;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2017-520i-executive-msport-plusnext100-plusakillianhtr-plushayalet-plush.kardon-874896437/detay;2017;35000;Beyaz;689500;TL;2020-10-30;Gaziantep;Şehitkamil;BMW;5 Serisi
26;BMW+5.25D xDRİVE+BAYİ+HAYALET­+VAKKUM+SUNROF+ELK BAGAJ+114 BİN KM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-plus5.25d-xdrive-plusbayi-plushayalet-plusvakkum-plussunrof-pluselk-bagaj-plus114-bin-km-874892193/detay;2015;115000;Beyaz;518500;TL;2020-10-30;Adana;Seyhan;BMW;5 Serisi
27;SAHİBİNDEN TEMİZ BMW 520İ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sahibinden-temiz-bmw-520i-874872154/detay;2014;126000;Siyah;332000;TL;2020-10-30;İstanbul;Bağcılar;BMW;5 Serisi
28;2018ÇIKIŞ-KBLOSU­ZŞARJ-AKILLIANAH­TR-VKM-ELKT.BGJ -NEXT100-BOYASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2018cikis-kblosuzsarj-akillianahtr-vkm-elkt.bgj-next100-boyasiz-874850435/detay;2017;73000;Beyaz;690000;TL;2020-10-29;Antalya;Serik;BMW;5 Serisi
29;2015/SAHİBİNDEN BOYASIZ/DEĞİŞEN­SİZ/VAKUM/HAYALE­T/ELEKTRİKBAGAJ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2015-sahibinden-boyasiz-degisensiz-vakum-hayalet-elektrikbagaj-874843557/detay;2015;108000;Siyah;427000;TL;2020-10-29;İstanbul;Küçükçekmece;BMW;5 Serisi
