caption;link;year;km;color;price;price_unit;date;city;district
48;HATASIZ YARI OTOMATİK 2012 MODEL YARİS TOYATA YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-hatasiz-yari-otomatik-2012-model-yaris-toyata-yaris-874825087/detay;2012;186000;Bordo;119999;TL;2020-10-30;Antalya;Kepez
49;KAZASIZ BOYASIZ TERTEMİZ YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-kazasiz-boyasiz-tertemiz-yaris-828107450/detay;2012;98000;Kırmızı;135000;TL;2020-10-30;Kütahya;Merkez
50;Hatasız Toyota Yaris Sol Special;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-hatasiz-toyota-yaris-sol-special-873527005/detay;2006;220000;Siyah;94500;TL;2020-10-30;Bolu;Merkez
51;66000 km. Yıpranmamış Toyota Yaris;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-66000-km-yipranmamis-toyota-yaris-874816002/detay;2004;66000;Beyaz;79000;TL;2020-10-30;Ankara;Yenimahalle
52;2006 MODEL 1.3 BULU PAKET 90 LIK YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2006-model-1.3-bulu-paket-90-lik-yaris-874860845/detay;2006;164000;Gri;68500;TL;2020-10-30;Bursa;Osmangazi
53;Toyota - Yaris 2019 2 Bin KM Otomatik F1 Hatasız..;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-toyota-yaris-2019-2-bin-km-otomatik-f1-hatasiz-855228484/detay;2019;2000;Beyaz;185000;TL;2020-10-29;Çorum;Sungurlu
54;sahibinden;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-874834894/detay;2003;167500;Lacivert;80000;TL;2020-10-29;Ankara;Yenimahalle
55;Servis Bakımlı;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-servis-bakimli-874828446/detay;2012;210000;Kırmızı;93000;TL;2020-10-29;Bursa;Osmangazi
56;Degısensiz - Boyasız - Hatasız;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-degisensiz-boyasiz-hatasiz-862922835/detay;2012;149000;Gümüş Gri;126000;TL;2020-10-29;İzmir;Bornova
57;MARKA OTOMOTIVDEN. 2018 .HATASIZ BOYASIZ CELIK JANTLI 32 BINDE;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-marka-otomotivden-2018-hatasiz-boyasiz-celik-jantli-32-binde-866664472/detay;2018;32500;Kırmızı;124500;TL;2020-10-29;Eskişehir;Tepebaşı
58;HATASİZ , HASARSIZ, 2016;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-hatasiz-hasarsiz-2016-874813636/detay;2016;84350;Kırmızı;116750;TL;2020-10-29;Mersin;Mezitli
59;2008 YARİS KUSURSUZ TEMİZLİKTE MASRAFSIZ 1.4D4 DİZEL;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2008-yaris-kusursuz-temizlikte-masrafsiz-1.4d4-dizel-874814152/detay;2008;210000;Gri;78850;TL;2020-10-29;İstanbul;Maltepe
60;2004 MODEL YENİ TİP SOL SPECİAL MASRAFSIZ ÖZEL PLAKALI;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2004-model-yeni-tip-sol-special-masrafsiz-ozel-plakali-874795213/detay;2004;236200;Gümüş Gri;64600;TL;2020-10-29;Ankara;Yenimahalle
61;SATILIK YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-satilik-yaris-874786480/detay;2014;78000;Mavi;140000;TL;2020-10-29;İzmir;Karabağlar
62;2017 Model Toyota Yaris Otomatik vites ilk sahibinden;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2017-model-toyota-yaris-otomatik-vites-ilk-sahibinden-874788393/detay;2017;72000;Mavi;164750;TL;2020-10-29;Tekirdağ;Kapaklı
63;Sahibinden 69bin kmde sol special;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-69bin-kmde-sol-special-874772112/detay;2007;68800;Mavi;98000;TL;2020-10-29;Ankara;Yenimahalle
64;HATASIZ BOYASIZ SIFIR MUAYNE;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-hatasiz-boyasiz-sifir-muayne-874782529/detay;2014;128500;Beyaz;115500;TL;2020-10-29;İstanbul;Gaziosmanpaşa
65;TEMİZ TOYOTA YARIŞ;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-temiz-toyota-yaris-874782643/detay;2008;195000;Gri;67000;TL;2020-10-29;İstanbul;Avcılar
66;TEMİZ YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-temiz-yaris-874782972/detay;2015;51000;Beyaz;159900;TL;2020-10-29;Samsun;İlkadım
67;TEMİZ YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-temiz-yaris-874769106/detay;2007;190000;Gümüş Gri;94750;TL;2020-10-29;İstanbul;Maltepe
68;2017 Toyota Yaris;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2017-toyota-yaris-874758200/detay;2017;57788;Gri;175000;TL;2020-10-29;Kocaeli;Gebze
69;2018 model manuel Toyota yaris;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2018-model-manuel-toyota-yaris-874760841/detay;2018;38750;Beyaz;175000;TL;2020-10-29;İzmir;Kınık
70;AÇİL SATILIK DİZEL OTOMATİK YAKIT CİMRİSİ TOYOTA YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-acil-satilik-dizel-otomatik-yakit-cimrisi-toyota-yaris-875128801/detay;2006;232000;Gümüş Gri;91500;TL;2020-10-31;İstanbul;Bahçelievler
71;2013 TAM OTOMATİK TOYOTA YARİS BAKIMLI VE MASRAFSIZ;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2013-tam-otomatik-toyota-yaris-bakimli-ve-masrafsiz-874761112/detay;2013;91200;Beyaz;140000;TL;2020-10-29;İstanbul;Bağcılar
72;SAHİBİNDEN, TEMİZ AİLE ARACI;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-temiz-aile-araci-874749804/detay;2011;220000;Beyaz;107000;TL;2020-10-29;Isparta;Merkez
73;düşük km..hatasiz;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-dusuk-km..hatasiz-868928251/detay;2011;60000;Gri;111000;TL;2020-10-29;Tekirdağ;Çorlu
74;ERVA MOTORS **2020** YARIS 1.5 OTOMATİK *HATASIZ*BOYASIZ*;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-erva-motors-2020-yaris-1.5-otomatik-hatasiz-boyasiz-874677307/detay;2020;8000;Beyaz;198000;TL;2020-10-29;Hatay;İskenderun
75;2010 YARİS 1.33 OTOMATİK TEMİZ SERVİS BAKIMLI;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2010-yaris-1.33-otomatik-temiz-servis-bakimli-874635853/detay;2010;140000;Gri;80900;TL;2020-10-29;Hatay;İskenderun
76;***KOÇFİNANS YETKİLİ SATICISINDAN***;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-kocfinans-yetkili-saticisindan-874661382/detay;2011;65750;Gümüş Gri;106750;TL;2020-10-29;Balıkesir;Gönen
77;ÇOK TEMİZ BAYANDAN YARİS STYLE MULTIDRIVE S 19.000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-cok-temiz-bayandan-yaris-style-multidrive-s-19.000-km-874623985/detay;2013;19000;Beyaz;175000;TL;2020-10-29;İstanbul;Kartal
78;Temiz aile aracı;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-temiz-aile-araci-874955371/detay;2005;115000;Kırmızı;92500;TL;2020-10-31;İstanbul;Zeytinburnu
79;SAHİBİNDEN OTOMATİK DÜŞÜK KİLOMETRE;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-otomatik-dusuk-kilometre-874941450/detay;2004;83000;Gri;70000;TL;2020-10-31;Kocaeli;Gölcük
80;37 binde bayan kullanıcıdan hatasız;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-37-binde-bayan-kullanicidan-hatasiz-874629125/detay;2013;37000;Beyaz;133500;TL;2020-10-29;Bursa;Nilüfer
81;2013 TOYOTA YARİS DİZEL OTOMATİK FULL+FULL;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2013-toyota-yaris-dizel-otomatik-full-plusfull-875011330/detay;2012;1e+05;Kırmızı;145000;TL;2020-10-31;İzmir;Karabağlar
82;TOYOTA YARIS 196 BİNDE;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-toyota-yaris-196-binde-874623158/detay;2002;196000;Gümüş Gri;55000;TL;2020-10-29;Denizli;Merkezefendi
83;yok böylesi düşük km;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-yok-boylesi-dusuk-km-874591229/detay;2012;48000;Gümüş Gri;123000;TL;2020-10-28;Sivas;Suşehri
84;İlk Sahibinden 18500 kmde Temiz Toyota Yaris;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-ilk-sahibinden-18500-kmde-temiz-toyota-yaris-874608782/detay;2016;18200;Beyaz;178000;TL;2020-10-28;İstanbul;Küçükçekmece
85;SAHİBİNDEN LPGLİ YAKIT CİMRİSİ YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-lpgli-yakit-cimrisi-yaris-875024732/detay;2015;64000;Kahverengi;115500;TL;2020-10-30;Düzce;Merkez
86;Memurdan Uygun Fiyata Toyota Yaris Yalova;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-memurdan-uygun-fiyata-toyota-yaris-yalova-875013113/detay;2007;230000;Gri;67000;TL;2020-10-30;Yalova;Armutlu
87;DOKTORDAN OTOMATİK YARİS 2017 CAM TAVAN 9000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-doktordan-otomatik-yaris-2017-cam-tavan-9000-km-874418570/detay;2017;9900;Beyaz;160000;TL;2020-10-28;İstanbul;Bakırköy
88;Sahibinden Kaza Boya Yok;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-kaza-boya-yok-874999868/detay;2016;45000;Beyaz;118000;TL;2020-10-30;Çanakkale;Merkez
89;SAHİBİNDEN TERTEMİZ TOYOTA YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-tertemiz-toyota-yaris-874591111/detay;2005;190000;Gümüş Gri;72500;TL;2020-10-28;Ankara;Yenimahalle
90;KEY AUTOMOBİLEDEN 2010 YARİS OTOMATIK/F1 TAMAMEN SERVİS BAKIMLI;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-key-automobileden-2010-yaris-otomatik-f1-tamamen-servis-bakimli-874986710/detay;2010;201000;Siyah;84500;TL;2020-10-30;Karaman;Merkez
91;120 binde hatasız bakımlı aradığım aracı buldum geleni üzmem;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-120-binde-hatasiz-bakimli-aradigim-araci-buldum-geleni-uzmem-874483113/detay;2005;122000;Gri;72500;TL;2020-10-28;Ankara;Sincan
92;TOYATA YARİS 1.3 Terra Lpg ... Temiz araç arayanlara ...;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-toyata-yaris-1.3-terra-lpg-temiz-arac-arayanlara-874983733/detay;2006;236000;Gümüş Gri;79900;TL;2020-10-30;Hatay;İskenderun
93;SAHİBİNDEN 2014 TOYOTA YARİS 1.0 BENZİNLİ MASRAFSIZ;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-2014-toyota-yaris-1.0-benzinli-masrafsiz-874575541/detay;2014;118900;Beyaz;95900;TL;2020-10-28;Sakarya;Erenler
94;TAM OTOMATİK ÇOK TEMİZ SORUNSUZ KREDİ KARTINA TAKSİT İMKANI;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-tam-otomatik-cok-temiz-sorunsuz-kredi-kartina-taksit-imkani-874574126/detay;2004;193000;Gri;79900;TL;2020-10-28;İzmir;Buca
95;DEĞİŞENSİZ HATASIZ HS KAYDI YOK SADECE 67 000 DE OTOMATİK YARİS.;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-degisensiz-hatasiz-hs-kaydi-yok-sadece-67-000-de-otomatik-yaris-874568423/detay;2011;67300;Sarı;123000;TL;2020-10-28;Ankara;Etimesgut
96;KAMER DEN 2013 MODEL TOYOTA YARİS 1.33 FUN OTM.;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-kamer-den-2013-model-toyota-yaris-1.33-fun-otm-874565974/detay;2013;106500;Kırmızı;144000;TL;2020-10-28;Samsun;Tekkeköy
97;Otomatik Vites 2004 model toyota 1.3 sol yaris;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-otomatik-vites-2004-model-toyota-1.3-sol-yaris-873300998/detay;2004;229000;Mavi;85000;TL;2020-10-28;Burdur;Merkez
98;Otomatik şanzıman az yakan;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-otomatik-sanziman-az-yakan-874558937/detay;2011;80500;Gri;85000;TL;2020-10-28;Hatay;Antakya
99;PREMIUM'dan 2007 1.3 SOL TOYOTA YARİS OTOMATİK 180.OOO km;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-premium-dan-2007-1.3-sol-toyota-yaris-otomatik-180.ooo-km-874555227/detay;2007;180000;Bej;85000;TL;2020-10-28;Afyonkarahisar;Merkez
100;90 BİNDE YARİS İLK SAHİBİNDEN;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-90-binde-yaris-ilk-sahibinden-874554967/detay;2004;90150;Gümüş Gri;79900;TL;2020-10-28;Ankara;Çankaya
101;EYK MOTORSDAN OTOMATİK TOYOTA YARİS;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-eyk-motorsdan-otomatik-toyota-yaris-874549788/detay;2013;107000;Beyaz;122500;TL;2020-10-28;Samsun;Kavak
102;TOYOTA YARİS 1.33 FUN SPECİAL 2016 MODEL BENZİN HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-toyota-yaris-1.33-fun-special-2016-model-benzin-hatasiz-874550773/detay;2016;47000;Kırmızı;150000;TL;2020-10-28;Hatay;Antakya
103;2013 YARİS OTOMATİK COOL KAZASIZ BOYASIZ GERİ GÖRÜŞ DJTL KLİMA;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-2013-yaris-otomatik-cool-kazasiz-boyasiz-geri-gorus-djtl-klima-874546744/detay;2013;87000;Beyaz;141750;TL;2020-10-28;İzmir;Gaziemir
104;sahibinden temiz toyota;https://www.sahibinden.com/ilan/vasita-otomobil-toyota-sahibinden-temiz-toyota-874535510/detay;2011;33005;Beyaz;128500;TL;2020-10-28;Amasya;Merkez
