caption;link;year;km;color;price;price_unit;date;city;district;brand;model
1;MLH-A6-QUATTRO-LED MATRIX FAR-4 KOLTUK ISITMA;https://www.sahibinden.com/ilan/vasita-otomobil-audi-mlh-a6-quattro-led-matrix-far-4-koltuk-isitma-874916956/detay;2017;76000;Siyah;745000;TL;2020-11-02;Düzce;Akçakoca;Audi;A6
2;Boyasız 2016 Audi A6 2.0 Tdı Luxury Selection+U­ltra+Bayii 190ps;https://www.sahibinden.com/ilan/vasita-otomobil-audi-boyasiz-2016-audi-a6-2.0-tdi-luxury-selection-plusultra-plusbayii-190ps-860504773/detay;2016;55000;Gri;633900;TL;2020-11-02;Niğde;Bor;Audi;A6
3;TÜRKİYEDE TEK ÖZEL SİPARİŞ MATRİX SOĞUTMA GECE GÖRÜŞ BAYİ ÇIKIŞL;https://www.sahibinden.com/ilan/vasita-otomobil-audi-turkiyede-tek-ozel-siparis-matrix-sogutma-gece-gorus-bayi-cikisl-875219253/detay;2015;148000;Beyaz;750000;TL;2020-10-31;Sakarya;Hendek;Audi;A6
4;HATASIZ BOYASIZ TRAMERSİZ SERVİS BAKIMLI DÜŞÜK KM;https://www.sahibinden.com/ilan/vasita-otomobil-audi-hatasiz-boyasiz-tramersiz-servis-bakimli-dusuk-km-875155129/detay;2017;81652;Siyah;749000;TL;2020-10-31;Samsun;Havza;Audi;A6
5;NASIR AUTO'DAN 2013 A6 LİMOUSİNE BOYASIZ-DEĞİŞE­NSİZ-TRAMERSİZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-nasir-auto-dan-2013-a6-limousine-boyasiz-degisensiz-tramersiz-875143777/detay;2013;217000;Siyah;385000;TL;2020-10-31;Batman;Merkez;Audi;A6
6;sahibinden servis bakımlı ilk gelen alir;https://www.sahibinden.com/ilan/vasita-otomobil-audi-sahibinden-servis-bakimli-ilk-gelen-alir-875131983/detay;2014;129000;Beyaz;464000;TL;2020-10-31;İstanbul;Ümraniye;Audi;A6
7;AUDİ A6 ULTRA 190HP +VAKUM+NAVİ+ELK BAGAJ+HAFIZA+SPOR DİREKSİYON;https://www.sahibinden.com/ilan/vasita-otomobil-audi-audi-a6-ultra-190hp-plusvakum-plusnavi-pluselk-bagaj-plushafiza-plusspor-direksiyon-874501220/detay;2015;153000;Siyah;518000;TL;2020-10-31;İstanbul;Tuzla;Audi;A6
8;TEMİZ A6 QUATTRO ALMAN TANKI;https://www.sahibinden.com/ilan/vasita-otomobil-audi-temiz-a6-quattro-alman-tanki-874979562/detay;2008;321000;Siyah;186750;TL;2020-10-30;Yozgat;Sarıkaya;Audi;A6
9;GÖKTAŞLAR'DAN 2016 AUDİ A6 2.0 TDİ ULTRA 62.000'KM BAYİİ FULL;https://www.sahibinden.com/ilan/vasita-otomobil-audi-goktaslar-dan-2016-audi-a6-2.0-tdi-ultra-62.000-km-bayii-full-874177570/detay;2016;62000;Gri;635500;TL;2020-10-30;Ankara;Akyurt;Audi;A6
10;SAHİBİNDEN - HATASIZ - VAKUM - HAFIZA - SUNROOF - BOSE - DOĞUŞ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-sahibinden-hatasiz-vakum-hafiza-sunroof-bose-dogus-874860466/detay;2012;180500;Beyaz;383000;TL;2020-10-30;İstanbul;Silivri;Audi;A6
11;2010 AUDİ A6 2.0 TDI 170HP DOĞUŞ ÇIKIŞLI SIFIR ŞANZIMAN HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2010-audi-a6-2.0-tdi-170hp-dogus-cikisli-sifir-sanziman-hatasiz-763617037/detay;2010;349000;Siyah;213000;TL;2020-10-28;Ankara;Yenimahalle;Audi;A6
12;Audi A6 40 TDI Quatro Sport S;https://www.sahibinden.com/ilan/vasita-otomobil-audi-audi-a6-40-tdi-quatro-sport-s-874392486/detay;2020;533;Gri;1570000;TL;2020-10-27;İstanbul;Başakşehir;Audi;A6
13;TÜRKİYEDE TEK EMSALSİZ DOĞUŞ ÖZEL SİPARİŞ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-turkiyede-tek-emsalsiz-dogus-ozel-siparis-874301725/detay;2011;217000;Siyah;550000;TL;2020-10-27;İzmir;Buca;Audi;A6
14;Boyasız 2016 Audi A6 2.0 Tdı Quattro Luxury Selection+Bayi 190ps;https://www.sahibinden.com/ilan/vasita-otomobil-audi-boyasiz-2016-audi-a6-2.0-tdi-quattro-luxury-selection-plusbayi-190ps-849385444/detay;2016;65000;Siyah;663900;TL;2020-10-27;Niğde;Bor;Audi;A6
15;SAHİBİNDEN 2013 MODEL EMSALSİZ TEMİZLİKTE AUDİ A6 2.0 TDI;https://www.sahibinden.com/ilan/vasita-otomobil-audi-sahibinden-2013-model-emsalsiz-temizlikte-audi-a6-2.0-tdi-874191082/detay;2013;135000;Siyah;485000;TL;2020-10-26;Antalya;Konyaaltı;Audi;A6
16;2014 MODEL AUDİ A6 DEĞİŞENSİZ VAKKUM+BAYİ+İÇ İGRİ+LİMOUSİNE;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2014-model-audi-a6-degisensiz-vakkum-plusbayi-plusicigri-pluslimousine-844851744/detay;2014;113000;Gri;455250;TL;2020-10-25;İzmir;Gaziemir;Audi;A6
17;119.900 PEŞİNLE*VAKUM+ISITMA­+MATRIX*SUNROOF*2017 AUDI A6 QUATTRO;https://www.sahibinden.com/ilan/vasita-otomobil-audi-119.900-pesinle-vakum-plusisitma-plusmatrix-sunroof-2017-audi-a6-quattro-873545500/detay;2017;112897;Lacivert;692900;TL;2020-10-23;İstanbul;Ataşehir;Audi;A6
18;RLİNA... YURT DIŞI PAKET;https://www.sahibinden.com/ilan/vasita-otomobil-audi-rlina-yurt-disi-paket-873483014/detay;2008;265000;Siyah;154500;TL;2020-10-23;Adana;Seyhan;Audi;A6
19;HATA BOYA DEĞİŞEN YOK 177 BİNDE ULTRA ÖZELİK SAHİPTİR ÇİFT HAFZA;https://www.sahibinden.com/ilan/vasita-otomobil-audi-hata-boya-degisen-yok-177-binde-ultra-ozelik-sahiptir-cift-hafza-873099543/detay;2012;177000;Siyah;388000;TL;2020-10-21;Adıyaman;Merkez;Audi;A6
20;2016 A6 2.0 TDİ QUATTRO 190HP BAYİ CIKIŞLIBAKIMLI HATASIZ FTR%18;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2016-a6-2.0-tdi-quattro-190hp-bayi-cikislibakimli-hatasiz-ftr-18-872943026/detay;2016;106150;Siyah;614000;TL;2020-10-21;Ankara;Akyurt;Audi;A6
21;EMSALSİZ 2014 A6 3.0TDİ ALLROAD QUATTRO NADİRKALANLARDAN FUL+FUL;https://www.sahibinden.com/ilan/vasita-otomobil-audi-emsalsiz-2014-a6-3.0tdi-allroad-quattro-nadirkalanlardan-ful-plusful-862883611/detay;2014;187000;Gümüş Gri;549999;TL;2020-10-19;Ankara;Akyurt;Audi;A6
22;2017 A6 2.0TDİ QUATTRO MATRİX VAKUM NVG ELK BGJ FUL FTR%18 HTZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2017-a6-2.0tdi-quattro-matrix-vakum-nvg-elk-bgj-ful-ftr-18-htz-871293534/detay;2017;111475;Siyah;699000;TL;2020-10-15;Ankara;Akyurt;Audi;A6
23;VDF BAYİSİNDEN ANINDA KREDİ İLE 2016 AUDİ A6 2.0TDI** QUATTRO **;https://www.sahibinden.com/ilan/vasita-otomobil-audi-vdf-bayisinden-aninda-kredi-ile-2016-audi-a6-2.0tdi-quattro-849274755/detay;2016;217000;Lacivert;499000;TL;2020-10-12;İstanbul;Ataşehir;Audi;A6
24;AGR MOTORS 2020 QUATTRO SLINE HEAD-UP DISTRONIC BANG&OLUFSEN;https://www.sahibinden.com/ilan/vasita-otomobil-audi-agr-motors-2020-quattro-sline-head-up-distronic-bang-olufsen-869527002/detay;2020;0;Siyah;1525000;TL;2020-10-08;İstanbul;Beşiktaş;Audi;A6
25;cars of FERRO-2020-AUDI-­A6-V6-3.0-45TDI-Q­UATTRO-TIPTRONIC;https://www.sahibinden.com/ilan/vasita-otomobil-audi-cars-of-ferro-2020-audi-a6-v6-3.0-45tdi-quattro-tiptronic-856944705/detay;2020;0;Siyah;1730000;TL;2020-10-02;İstanbul;Beşiktaş;Audi;A6
26;cars of FERRO-2020-AUDI-­A6-AVANT-2.0TDI Pre Sense-RS Jant-360;https://www.sahibinden.com/ilan/vasita-otomobil-audi-cars-of-ferro-2020-audi-a6-avant-2.0tdi-pre-sense-rs-jant-360-866916018/detay;2020;0;Beyaz;1199000;TL;2020-09-30;İstanbul;Beşiktaş;Audi;A6
27;-LİON OTOMOTİV-2012-AU­Dİ-A6-SUNROOF-VA­KUM-4.BÖLGE-TABA DERİ-;https://www.sahibinden.com/ilan/vasita-otomobil-audi-lion-otomotiv-2012-audi-a6-sunroof-vakum-4.bolge-taba-deri-867936596/detay;2012;201000;Beyaz;349000;TL;2020-11-02;İstanbul;Tuzla;Audi;A6
28;2 0 1 3 ' A6 2.0 TDİ - 177 HP '' MULTİTRONİC '' FIRSAT ARACI!...;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2013-a6-2.0-tdi-multitronic-875527526/detay;2013;167000;Siyah;319900;TL;2020-11-02;Ankara;Akyurt;Audi;A6
29;ÜSTÜN MOTOR'S 2000 AUDİ A6 1.8T SUNROOF-DERİ EMSALSİZ 225.000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-audi-ustun-motor-s-2000-audi-a6-1.8t-sunroof-deri-emsalsiz-225.000-km-875524930/detay;2000;225000;Gümüş Gri;94900;TL;2020-11-02;Konya;Karatay;Audi;A6
30;VAKUM HAYALET BÜYÜK EKRAN NAVİGASYON;https://www.sahibinden.com/ilan/vasita-otomobil-audi-vakum-hayalet-buyuk-ekran-navigasyon-875492604/detay;2015;99000;Beyaz;444000;TL;2020-11-02;İstanbul;Eyüpsultan;Audi;A6
31;CONCEPT CAR 2011 AUDİ A6 3.0 TDİ QUATTRO YENİ KASA BAYİ ÇIKIŞLI;https://www.sahibinden.com/ilan/vasita-otomobil-audi-concept-car-2011-audi-a6-3.0-tdi-quattro-yeni-kasa-bayi-cikisli-867918411/detay;2011;289000;Siyah;364000;TL;2020-11-02;Ankara;Çankaya;Audi;A6
32;FIRSAT ARACI;https://www.sahibinden.com/ilan/vasita-otomobil-audi-firsat-araci-875487690/detay;2015;131000;Lacivert;480000;TL;2020-11-02;İstanbul;Esenyurt;Audi;A6
33;BAYRAKTAR MOTORS SEDEF BEYAZ GERİGÖRÜŞ FULL BOYASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-bayraktar-motors-sedef-beyaz-gerigorus-full-boyasiz-838568905/detay;2013;209000;Beyaz;425000;TL;2020-11-02;Bursa;Osmangazi;Audi;A6
34;-POINT AUTO-VAKUMLU KAPILAR-ISITM­ALI&HAFIZALI KOLTUKLAR-272 HP-;https://www.sahibinden.com/ilan/vasita-otomobil-audi-point-auto-vakumlu-kapilar-isitmali-hafizali-koltuklar-272-hp-856319070/detay;2015;180000;Siyah;635000;TL;2020-11-02;İstanbul;Pendik;Audi;A6
35;2019 BAYİ ÇIKIŞLI İÇ DIŞ S LİNE QUATTRO SPORT TÜRKİYEDE TEK;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2019-bayi-cikisli-ic-dis-s-line-quattro-sport-turkiyede-tek-798611204/detay;2019;7000;Gri;1250000;TL;2020-11-02;İstanbul;Bağcılar;Audi;A6
36;AUDİ A6 SEDAN 2.0 TDI;https://www.sahibinden.com/ilan/vasita-otomobil-audi-audi-a6-sedan-2.0-tdi-867414921/detay;2012;327000;Beyaz;333000;TL;2020-11-02;Bursa;Nilüfer;Audi;A6
37;SEÇKİN MOTRS TAN HATASIZ BOYASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-seckin-motrs-tan-hatasiz-boyasiz-875504407/detay;2016;119000;Beyaz;639900;TL;2020-11-02;Antalya;Muratpaşa;Audi;A6
38;ELEGANCE'DAN 2020 A640 TDI QUAT.SIYAH IÇI TABA DOĞUŞ ÇKŞLI 0 KM;https://www.sahibinden.com/ilan/vasita-otomobil-audi-elegance-dan-2020-a640-tdi-quat.siyah-ici-taba-dogus-cksli-0-km-875504730/detay;2020;10;Siyah;1339900;TL;2020-11-02;İstanbul;Bağcılar;Audi;A6
39;Hatasız içi taba camtavan full+full 2.0 tdi Quattrosport;https://www.sahibinden.com/ilan/vasita-otomobil-audi-hatasiz-ici-taba-camtavan-full-plusfull-2.0-tdi-quattrosport-867921959/detay;2019;16000;Siyah;1285000;TL;2020-11-02;Antalya;Alanya;Audi;A6
40;2017 MODEL HATASIZ BOYASIZ TRAMERSİZ 190 HP VAKUM ÇİFT NAVİ BAYİ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2017-model-hatasiz-boyasiz-tramersiz-190-hp-vakum-cift-navi-bayi-875501573/detay;2017;64000;Beyaz;679000;TL;2020-11-02;Ankara;Keçiören;Audi;A6
41;2007 SORUNSUZ AUDİ A6;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2007-sorunsuz-audi-a6-875479032/detay;2007;376000;Şampanya;135000;TL;2020-11-02;Ankara;Yenimahalle;Audi;A6
42;2008 AUDİ A6 SEDAN 2.0TDİ HATASIZ BOYASIZ DEĞİŞENSİZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2008-audi-a6-sedan-2.0tdi-hatasiz-boyasiz-degisensiz-867917330/detay;2008;254000;Siyah;187500;TL;2020-11-02;Elazığ;Merkez;Audi;A6
43;HATASIZ BOYASIZ DEĞİŞENSİZ FULL SEVİS BAKIMLI 81.000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-audi-hatasiz-boyasiz-degisensiz-full-sevis-bakimli-81.000-km-844103372/detay;2016;81000;Beyaz;650000;TL;2020-11-02;Malatya;Yeşilyurt;Audi;A6
44;2013 AUDI A6 2.0 TDI ULTRA+ MATRIX+VAKUM+3 KOL+F1;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2013-audi-a6-2.0-tdi-ultra-plus-matrix-plusvakum-plus3-kol-plusf1-875493636/detay;2013;193000;Beyaz;375000;TL;2020-11-02;Konya;Karatay;Audi;A6
45;TEMS MOTORS 2020 AUDİ A6 40TDİ QUATTRO DESİGN BAYİ TAM DOLU;https://www.sahibinden.com/ilan/vasita-otomobil-audi-tems-motors-2020-audi-a6-40tdi-quattro-design-bayi-tam-dolu-875494311/detay;2020;0;Siyah;1250000;TL;2020-11-02;İstanbul;Bağcılar;Audi;A6
46;DOKTORDAN | AUDI A6 2.0 TDI | 2012 BAYİ | VAKUM | SUNROOF | FULL;https://www.sahibinden.com/ilan/vasita-otomobil-audi-doktordan-audi-a6-2.0-tdi-2012-bayi-vakum-sunroof-full-875493438/detay;2012;175000;Beyaz;389000;TL;2020-11-02;Ankara;Çankaya;Audi;A6
47;HATASIZ BOYASIZ 2016 MDL AUDİ A6 QUATTRO 4X4 LİMOUSİNE FULLL;https://www.sahibinden.com/ilan/vasita-otomobil-audi-hatasiz-boyasiz-2016-mdl-audi-a6-quattro-4x4-limousine-fulll-875491866/detay;2016;96000;Gri;649000;TL;2020-11-02;İstanbul;Ümraniye;Audi;A6
48;(Özel Plakalı) Audi A6 Ultra 2.0 Tdi 190 Hp;https://www.sahibinden.com/ilan/vasita-otomobil-audi-ozel-plakali-audi-a6-ultra-2.0-tdi-190-hp-867378344/detay;2016;147000;Siyah;547000;TL;2020-11-02;Mersin;Yenişehir;Audi;A6
49;2016 AUDI A6 2.0 TDI QUATTRO SLINE_SUNROOF_NA­Vİ_MATRIX_ISITMA;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2016-audi-a6-2.0-tdi-quattro-sline_sunroof_navi_matrix_isitma-875478208/detay;2016;1e+05;Siyah;785000;TL;2020-11-02;Şanlıurfa;Karaköprü;Audi;A6
50;İç dış s line vakum hafıza;https://www.sahibinden.com/ilan/vasita-otomobil-audi-ic-dis-s-line-vakum-hafiza-858093628/detay;2012;215000;Siyah;370000;TL;2020-11-02;Kastamonu;Merkez;Audi;A6
51;Quatro S-line metrix far 4 bölge klima;https://www.sahibinden.com/ilan/vasita-otomobil-audi-quatro-s-line-metrix-far-4-bolge-klima-875474983/detay;2017;90000;Beyaz;595000;TL;2020-11-02;Mardin;Nusaybin;Audi;A6
52;EMSALSİZ TEMİZLİKTE;https://www.sahibinden.com/ilan/vasita-otomobil-audi-emsalsiz-temizlikte-875470442/detay;2004;358000;Mavi;120000;TL;2020-11-02;Ankara;Sincan;Audi;A6
53;2017 MODEL A-6 2.0 TDİ 190 BEYGİR ÇİFT NAVİGASYON TAMAMINA KREDİ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2017-model-a-6-2.0-tdi-190-beygir-cift-navigasyon-tamamina-kredi-872705973/detay;2017;105000;Siyah;612900;TL;2020-11-02;İstanbul;Beylikdüzü;Audi;A6
54;ÖZENLE KULLANILMIŞ 2010 AUDİ A6 2.0 TDİ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-ozenle-kullanilmis-2010-audi-a6-2.0-tdi-845742440/detay;2010;273000;Gümüş Gri;231500;TL;2020-11-02;Antalya;Korkuteli;Audi;A6
55;'' AYDINCAN AUTO ''2020 AUDİ A6 QUATTRO SPORT TABA 19 JANT;https://www.sahibinden.com/ilan/vasita-otomobil-audi-aydincan-auto-2020-audi-a6-quattro-sport-taba-19-jant-875471423/detay;2020;0;Bej;1285000;TL;2020-11-02;Antalya;Muratpaşa;Audi;A6
56;2010 - A6 3.0 TDI QUATTRO DEĞİŞENSİZ;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2010-a6-3.0-tdi-quattro-degisensiz-823143168/detay;2010;315000;Siyah;182500;TL;2020-11-02;Ankara;Beypazarı;Audi;A6
57;METİNLER MOTORSDAN SIFIR A6;https://www.sahibinden.com/ilan/vasita-otomobil-audi-metinler-motorsdan-sifir-a6-875470439/detay;2020;0;Siyah;1329000;TL;2020-11-02;Diyarbakır;Yenişehir;Audi;A6
58;2017 A6 2.0TDI Quattro S-Tronic MATRİX++Nav+Koltuk ısıtma!!;https://www.sahibinden.com/ilan/vasita-otomobil-audi-2017-a6-2.0tdi-quattro-s-tronic-matrix-plus-plusnav-pluskoltuk-isitma-867726875/detay;2017;95000;Siyah;713750;TL;2020-11-02;İstanbul;Avcılar;Audi;A6
