caption;link;year;km;color;price;price_unit;date;city;district;brand;model
1;otomatık arayanlara;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-otomatik-arayanlara-875336852/detay;2000;4e+05;Gümüş Gri;65000;TL;2020-11-01;Konya;Meram;Volvo;S80
2;İLK ELDEN ORJİNAL/SUN­ROOF/START STOP/HATASZ/BO­YASZ/TRAMERSZ;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-ilk-elden-orjinal-sunroof-start-stop-hatasz-boyasz-tramersz-843029408/detay;2016;97000;Beyaz;450000;TL;2020-11-01;Kocaeli;Körfez;Volvo;S80
3;Çok temiz Volvo S 80 daha dolusu yok;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-cok-temiz-volvo-s-80-daha-dolusu-yok-838301974/detay;2011;176000;Beyaz;208000;TL;2020-11-01;Elazığ;Merkez;Volvo;S80
4;2011 Volvo s80 MANUEL 1.6 dizel 130 bin km'de;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-2011-volvo-s80-manuel-1.6-dizel-130-bin-km-de-867006437/detay;2011;130000;Kırmızı;180000;TL;2020-11-01;Denizli;Pamukkale;Volvo;S80
5;SAHİBİNDEN 2010 VOLVO 2.4 D5 VİP ORJİNAL FUUL+FUUL;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-sahibinden-2010-volvo-2.4-d5-vip-orjinal-fuul-plusfuul-866616838/detay;2010;256000;Beyaz;245000;TL;2020-11-01;Ankara;Etimesgut;Volvo;S80
6;FOCALI OTOMOTİVDEN VOLVO S80 UYGUN FİYAT 2011 MODEL;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-focali-otomotivden-volvo-s80-uygun-fiyat-2011-model-867643246/detay;2011;191000;Siyah;165000;TL;2020-11-01;İzmir;Menemen;Volvo;S80
7;CENGİZ OTOMOTİVDEN VOLVO S80 2.5T VİP...;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-cengiz-otomotivden-volvo-s80-2.5t-vip-867526977/detay;2007;322000;Gümüş Gri;139500;TL;2020-11-01;Konya;Selçuklu;Volvo;S80
8;sahibinden bakımlı düşük km;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-sahibinden-bakimli-dusuk-km-875206412/detay;1999;2e+05;Gri;75000;TL;2020-11-01;İstanbul;Pendik;Volvo;S80
9;PERÇİNLER OTOMOTİV'DEN SUNROOFLU DİZEL OTOMATİK VOLVO S80;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-percinler-otomotiv-den-sunrooflu-dizel-otomatik-volvo-s80-875230552/detay;2007;215000;Gümüş Gri;148000;TL;2020-11-01;Eskişehir;Odunpazarı;Volvo;S80
10;2000 s80 t5;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-2000-s80-t5-875184750/detay;2000;435000;Gri;83000;TL;2020-10-31;Karaman;Merkez;Volvo;S80
11;ORJİNAL MAKAM ARACI FULL VOLVO S80;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-orjinal-makam-araci-full-volvo-s80-875151108/detay;2007;172000;Beyaz;244000;TL;2020-10-31;İstanbul;Bağcılar;Volvo;S80
12;BARAN OTOMOTİV DEN 2011 VOLVO S80 2,0T 203HP HATASIZ BOYASIZ!!;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-baran-otomotiv-den-2011-volvo-s80-2%2C0t-203hp-hatasiz-boyasiz-875147951/detay;2011;2e+05;Siyah;240000;TL;2020-10-31;Ankara;Altındağ;Volvo;S80
13;SAHİBİNDEN İsveç TANKI BİLEN BİLİR;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-sahibinden-isvec-tanki-bilen-bilir-875113131/detay;2007;344000;Siyah;164999;TL;2020-10-31;Kayseri;Kocasinan;Volvo;S80
14;Şahan otomotiv;https://www.sahibinden.com/ilan/vasita-otomobil-volvo-sahan-otomotiv-875094370/detay;2001;367000;Beyaz;105000;TL;2020-10-31;Bursa;Kestel;Volvo;S80
